episode,reward,duration,qstep
389,-200.0,200,-115.77607238115547
390,-154.0,154,-44.53102333147006
391,-200.0,200,-107.24586739185584
392,-125.0,125,-30.822382890442693
393,-191.0,191,-74.47589147842358
394,-154.0,154,-48.17150411660455
395,-198.0,198,-97.99129313734369
396,-198.0,198,-109.65240562167199
397,-192.0,192,-86.18495521022521
398,-196.0,196,-127.7794154045289
399,-200.0,200,-95.77235025849517
400,-155.0,155,-65.69256530510926
401,-200.0,200,-81.01277036211387
402,-200.0,200,-76.00948178214912
403,-200.0,200,-97.92373927853453
404,-196.0,196,-68.44056905460563
405,-165.0,165,-58.439671271136085
406,-200.0,200,-101.39784116833631
407,-200.0,200,-80.73095021984827
408,-147.0,147,-31.410764904293853
409,-128.0,128,-25.258348628092218
410,-159.0,159,-53.09832240620619
411,-183.0,183,-71.24593467390528
412,-194.0,194,-73.32081857232843
413,-200.0,200,-66.84819610356729
414,-154.0,154,-41.196401133662604
415,-200.0,200,-136.03516685208314
416,-158.0,158,-52.26660683602274
417,-200.0,200,-60.40889643380616
418,-200.0,200,-91.37784562848121
419,-157.0,157,-59.626584223895755
420,-160.0,160,-41.05003267916669
421,-175.0,175,-51.84298982821931
422,-169.0,169,-52.75055076782277
423,-200.0,200,-87.24720411152663
424,-158.0,158,-51.82800884712609
425,-159.0,159,-50.20966047999194
426,-200.0,200,-92.73790251887355
427,-190.0,190,-71.0465828477835
428,-195.0,195,-67.93936119714978
429,-160.0,160,-52.65013244774386
430,-154.0,154,-82.9137076738053
431,-200.0,200,-100.17224232695108
432,-187.0,187,-64.20055926229448
433,-195.0,195,-72.22449054319881
434,-160.0,160,-45.571376537321086
435,-160.0,160,-71.79929027717779
436,-200.0,200,-83.07626497390356
437,-129.0,129,-26.690087904410973
438,-191.0,191,-72.25678384664502
439,-124.0,124,-23.7257109491554
440,-166.0,166,-46.559614330280425
441,-200.0,200,-92.64968322353334
442,-163.0,163,-56.986154816560216
443,-155.0,155,-48.096577269016194
444,-196.0,196,-61.86717435648475
445,-160.0,160,-52.70548990388038
446,-155.0,155,-39.124057027277864
447,-164.0,164,-58.21708928299267
448,-154.0,154,-43.60633754584728
449,-161.0,161,-52.44050802109354
450,-162.0,162,-66.078411255855
451,-160.0,160,-48.121223621971446
452,-200.0,200,-87.9179702466513
453,-163.0,163,-50.8023632721577
454,-159.0,159,-50.96443453582488
455,-188.0,188,-53.159319520965084
456,-200.0,200,-65.56969916833172
457,-193.0,193,-65.95198222113463
458,-155.0,155,-48.82855492030796
459,-161.0,161,-78.2826408378082
460,-161.0,161,-50.07062041884652
461,-195.0,195,-83.45056790599156
462,-155.0,155,-47.68702499339835
463,-198.0,198,-73.02735880441006
464,-120.0,120,-16.646293563895572
